frame,timestamp,hip_angle,knee_angle,elbow_angle
646,21.4953,170.5604,179.7766,179.2977
647,21.5286,170.5627,179.7884,179.3414
648,21.562,170.6571,179.9483,179.3882
649,21.5953,170.6841,179.5012,179.4882
650,21.6286,171.8336,176.6185,178.2299
651,21.6619,172.9162,174.2053,177.026
652,21.6953,177.5453,164.4644,174.2012
653,21.7286,178.2815,162.384,170.9834
654,21.7619,178.0675,162.5255,166.6417
655,21.7952,178.4001,162.4964,163.0753
656,21.8286,178.1463,161.5547,153.1814
657,21.8619,177.3456,157.6966,136.9088
658,21.8952,177.3752,156.9269,121.347
659,21.9286,179.5296,158.7645,99.7656
660,21.9619,177.8956,159.9271,85.9995
661,21.9952,177.5032,160.7183,86.1145
662,22.0285,171.0006,164.8077,88.8966
663,22.0619,167.9679,164.3552,90.0994
664,22.0952,166.8479,164.1912,89.1845
665,22.1285,166.6785,163.8,84.7064
666,22.1618,165.0193,162.922,86.5834
667,22.1952,163.8691,162.1236,90.8742
668,22.2285,162.6012,164.6156,91.5526
669,22.2618,164.3618,164.7577,99.0675
670,22.2951,165.0006,164.5695,108.0131
671,22.3285,164.0075,165.2065,113.9698
672,22.3618,161.6845,170.6853,116.2642
673,22.3951,159.1573,175.8304,118.4175
674,22.4284,158.0952,179.0981,122.2641
675,22.4618,157.7528,179.2224,123.326
676,22.4951,159.0386,179.1329,123.3286
677,22.5284,160.4259,177.212,122.5396
678,22.5617,162.5595,176.2204,121.0287
679,22.5951,164.3852,175.9322,121.0421
680,22.6284,165.8862,176.0166,118.7128
681,22.6617,167.7542,176.3681,119.4092
682,22.6951,169.5547,177.2961,118.964
683,22.7284,170.8044,177.6018,119.0529
684,22.7617,172.2967,178.5009,120.2919
685,22.795,171.3973,173.3316,121.3602
686,22.8284,171.2767,165.1239,122.9581
687,22.8617,170.6783,155.0428,124.3574
688,22.895,171.5507,159.6364,123.9868
689,22.9283,171.4062,160.498,124.1981
690,22.9617,170.88,165.9855,123.0104
691,22.995,170.2089,168.017,118.0653
692,23.0283,169.156,169.2043,110.1861
693,23.0616,167.7724,174.7469,106.1329
694,23.095,166.5531,176.6051,106.8527
695,23.1283,164.7186,169.3103,105.4735
696,23.1616,162.7027,170.5386,109.3982
697,23.1949,160.9152,170.1352,110.6263
698,23.2283,159.4116,169.9809,108.9324
699,23.2616,159.3362,168.5941,117.9376
700,23.2949,161.5864,166.3607,119.5781
701,23.3282,161.6917,171.9634,115.2507
702,23.3616,161.2864,177.3898,117.4908
703,23.3949,161.5974,177.6911,118.5697
704,23.4282,161.6564,175.5255,123.8885
705,23.4616,160.81,176.5995,130.5154
706,23.4949,160.627,172.5951,137.0907
707,23.5282,161.0563,173.1157,140.5796
708,23.5615,162.3575,177.6148,139.1724
709,23.5949,163.6407,172.7846,134.6215
710,23.6282,164.3109,173.0488,132.1236
711,23.6615,165.1446,173.2627,130.405
712,23.6948,165.0956,176.3616,129.3116
713,23.7282,163.6261,178.1482,130.0422
714,23.7615,162.1944,175.5026,132.8504
715,23.7948,163.0493,174.7728,130.9024
716,23.8281,163.3735,176.692,130.6871
717,23.8615,162.3046,179.9464,131.7745
718,23.8948,163.7907,177.5,131.5606
719,23.9281,164.8854,172.3786,131.219
720,23.9614,164.838,173.51,131.931
721,23.9948,165.0284,172.4039,134.4046
722,24.0281,169.4276,172.888,142.1117
723,24.0614,173.1381,176.5037,148.9196
724,24.0947,173.0479,178.4722,164.8897
725,24.1281,170.0018,177.2331,170.6319
726,24.1614,169.5826,178.0298,168.5721
727,24.1947,171.5838,179.8332,167.8624
728,24.2281,172.7642,178.8413,165.195
729,24.2614,173.8894,177.1894,160.3762
730,24.2947,175.3642,178.3533,172.1604
731,24.328,176.9951,140.7922,173.7717
732,24.3614,171.4825,139.7277,176.4677
733,24.3947,175.5455,125.8644,179.5397
734,24.428,173.9711,136.6341,178.6029
735,24.4613,177.5227,123.5823,176.2064
736,24.4947,177.0596,135.15,174.1805
737,24.528,173.7596,142.8554,173.3381
738,24.5613,174.305,149.5334,173.0877
739,24.5946,174.0468,134.9659,174.9906
740,24.628,179.1485,174.7337,174.0154
741,24.6613,178.7715,176.1486,170.1883
742,24.6946,173.0226,173.4325,171.6773
743,24.7279,169.7738,173.7591,172.7251
744,24.7613,167.9779,179.73,172.3886
745,24.7946,166.979,176.4404,174.4892
746,24.8279,164.3695,178.7693,176.8253
747,24.8612,165.2513,179.9692,171.453
748,24.8946,164.7135,179.9766,169.109
749,24.9279,166.0863,179.7391,160.301
750,24.9612,166.6695,179.9204,158.3818
751,24.9946,166.9304,179.7412,162.1124
